run_name,dataset,protocol,recording_id,number_of_measurements,mae_bpm,rmse_bpm,bias_bpm,error_sd_bpm,mape_percent,hr_pearson,mean_waveform_pearson,mean_snr_db
UBFC_TO_PURE_CROSS,PURE,old,503,67,16.791044776119403,30.02797203404872,14.552238805970148,26.266165502631488,33.47547974413646,-0.17240175971661487,0.32806236517659143,nan
UBFC_TO_PURE_CROSS,PURE,old,504,67,14.440298507462687,21.272485908243493,9.962686567164178,18.795306144909276,27.50533049040511,nan,0.10770353031276388,nan
UBFC_TO_PURE_CROSS,PURE,old,505,57,12.368421052631579,20.64741604835056,11.31578947368421,17.270457378452424,24.436090225563905,0.3791628304179603,0.27718484079406974,nan
UBFC_TO_PURE_CROSS,PURE,old,506,57,3.289473684210526,10.371392841546607,2.5,10.06557447310804,6.599832915622389,-0.1584307921091388,0.29725092216192295,nan
UBFC_TO_PURE_CROSS,PURE,old,601,57,0.6578947368421053,2.2213082915965963,-0.39473684210526316,2.1859536481363353,0.9600389863547758,0.8573242138726218,0.5563289490321618,nan
UBFC_TO_PURE_CROSS,PURE,old,603,67,1.007462686567164,3.5487016755553786,0.5597014925373134,3.504285636380267,1.3930348258706466,0.7313765443782454,0.37583276369141366,nan
UBFC_TO_PURE_CROSS,PURE,old,604,67,7.5,15.630409511351175,-2.3507462686567164,15.452627397078267,10.165837479270314,-0.05474297990174989,0.4238656354061699,nan
UBFC_TO_PURE_CROSS,PURE,old,605,57,0.39473684210526316,1.7206180040292134,0.13157894736842105,1.7155795803164866,0.6335282651072125,0.8433593356815787,0.7067217446786814,nan
UBFC_TO_PURE_CROSS,PURE,old,606,57,0.0,0.0,0.0,0.0,0.0,nan,0.6228741347632033,nan
UBFC_TO_PURE_CROSS,PURE,old,701,57,1.5789473684210527,3.4412360080584268,0.2631578947368421,3.4311591606329728,1.266339869281046,0.5793654595023218,0.059855029010447744,nan
UBFC_TO_PURE_CROSS,PURE,old,702,62,10.28225806451613,26.27590887289675,-8.346774193548388,24.91495028409025,7.44687461855144,-0.030431947185198913,0.3595422783649609,nan
UBFC_TO_PURE_CROSS,PURE,old,703,67,12.873134328358208,27.072663416768066,-10.634328358208956,24.896589421995227,10.245341917861671,0.25806849817651256,0.4387033693379941,nan
UBFC_TO_PURE_CROSS,PURE,old,704,67,42.42537313432836,53.9355959220132,-41.97761194029851,33.86633436397265,33.83584528338699,0.14439021102167118,0.09940786091211858,nan
UBFC_TO_PURE_CROSS,PURE,old,705,57,0.13157894736842105,0.9933992677987828,-0.13157894736842105,0.9846466807299847,0.09746588693957114,0.9809709965625374,0.5523597844957977,nan
UBFC_TO_PURE_CROSS,PURE,old,706,57,0.39473684210526316,1.7206180040292134,0.13157894736842105,1.7155795803164866,0.3038642357527806,0.8948047213695102,0.6434699242400419,nan
UBFC_TO_PURE_CROSS,PURE,old,801,57,0.39473684210526316,1.7206180040292134,0.39473684210526316,1.6747265870207706,0.8771929824561402,nan,0.7001181401616473,nan
UBFC_TO_PURE_CROSS,PURE,old,802,57,5.2631578947368425,17.14873019696855,5.2631578947368425,16.32109421403756,8.771929824561404,0.14478276023434833,0.029549793824528423,nan
UBFC_TO_PURE_CROSS,PURE,old,803,67,0.44776119402985076,1.8325416653445783,0.22388059701492538,1.8188145682020807,0.9594882729211086,0.8761432440685621,0.5183593058627151,nan
UBFC_TO_PURE_CROSS,PURE,old,804,67,5.485074626865671,13.05484984508102,3.0223880597014925,12.700168301805524,11.05188343994314,-0.3728844647707808,0.38942128451836,nan
UBFC_TO_PURE_CROSS,PURE,old,805,57,0.5263157894736842,1.9867985355975657,0.2631578947368421,1.969293361459969,1.1278195488721803,-0.03149703941743562,0.5265131594484027,nan
UBFC_TO_PURE_CROSS,PURE,old,806,57,1.7105263157894737,6.203776439013834,0.6578947368421053,6.168793773542655,3.132832080200501,0.13819057758459388,0.6604396472175281,nan
UBFC_TO_PURE_CROSS,PURE,old,901,57,0.0,0.0,0.0,0.0,0.0,nan,0.7715079332015686,nan
UBFC_TO_PURE_CROSS,PURE,old,902,57,5.0,13.620804520639508,3.1578947368421053,13.249679868604321,9.408939014202172,0.02108822243080182,0.42003883157438904,nan
UBFC_TO_PURE_CROSS,PURE,old,903,67,6.380597014925373,16.67008671377495,6.380597014925373,15.400641959928214,13.752665245202556,0.2662490347896031,0.5222691030657971,nan
UBFC_TO_PURE_CROSS,PURE,old,904,78,8.942307692307692,17.174164406949266,8.942307692307692,14.662436912499153,19.871794871794872,-0.04035269207965222,0.3928681018726847,nan
UBFC_TO_PURE_CROSS,PURE,old,905,57,1.4473684210526316,7.232055833505945,1.4473684210526316,7.085743167282241,3.2163742690058474,nan,0.5386847828618171,nan
UBFC_TO_PURE_CROSS,PURE,old,906,57,2.763157894736842,10.179313388074442,2.5,9.867543820659302,6.098579782790309,0.1475523409343925,0.7437860450623144,nan
